# eigenvalues, eigenvectors
0.0810141, -0.120131, -0.23053, -0.322253, -0.387868, -0.422061, -0.422061, -0.387868, -0.322253, -0.23053, -0.120131
0.317493, 0.23053, 0.387868, 0.422061, 0.322253, 0.120131, -0.120131, -0.322253, -0.422061, -0.387868, -0.23053
0.690279, -0.322253, -0.422061, -0.23053, 0.120131, 0.387868, 0.387868, 0.120131, -0.23053, -0.422061, -0.322253
