0,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1
1.5661e+00,1.8976e+00,1.8227e+00,1.6140e+00,1.3612e+00,1.0940e+00,8.2196e-01,5.4837e-01,2.7427e-01,0.0000e+00
