0,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1
0.0000e+00,5.5970e-01,6.6942e-01,6.3101e-01,5.4383e-01,4.4060e-01,3.3209e-01,2.2184e-01,1.1101e-01,5.8886e-18
